RestaurantName,Category,Pricing,Locality,DiningRating,DiningReviewCount,DeliveryRatingCount
Udupi Krishna,"South Indian, North Indian, Chinese, Beverages",400," Kamla Nagar, New Delhi",4.2,584,2194
Jamavar - The Leela Palace,"North Indian, Mughlai",4000," The Leela Palace, Chanakyapuri, New Delhi",4.2,351,0
Rajan Corner,"South Indian, Chinese",350," Moti Nagar, New Delhi",4.2,377,0
Cake Castle,"Bakery, Desserts, Fast Food",500," Sector 83, Gurgaon",4.2,314,934
Pepper Pot - The Terrace Café,"Cafe, Chinese, North Indian",800," Sector 56, Gurgaon",4.2,795,4083
Goosebumps,"Ice Cream, Desserts, Beverages",400," Karkardooma, New Delhi",4.2,966,2123
Oasis - Vivanta by Taj,"Continental, North Indian, Asian, Italian",2500," Vivanta by Taj, Suraj Kund, Faridabad",4.2,554,0
Punjabi Zaika,"North Indian, Chinese, Mughlai, Biryani, Rolls",400," Ballabhgarh, Faridabad",4.2,432,6708
Los Amigo's Cafe,"Coffee, Healthy Food, Desserts, Fast Food, Beverages, Chinese, American, Italian",600," Sector 31, Gurgaon",4.2,195,503
Hornbill,"Naga, Chinese",450," Safdarjung, New Delhi",4.2,668,5736
Swagath,"North Indian, Chinese, South Indian, Seafood",2000," Defence Colony Main Market, Defence Colony, New Delhi",4.2,1097,59
Food Peddler,"Fast Food, Desserts, Beverages",300," Anand Vihar, New Delhi",4.2,260,190
Made In India - Radisson Blu,"North Indian, Kebab, Desserts, Mughlai",3800," Radisson Blu, Sector 18, Noida, Noida",4.2,604,16
The Categorical Eat Pham,"North Eastern, Chinese, Naga",600," Safdarjung, New Delhi",4.2,300,1573
Royal China,"Chinese, Asian, Cantonese, Seafood, Desserts",2200," Nehru Place, New Delhi",4.2,1431,3417
Tasim,"Asian, Thai, Japanese, Seafood, Sushi, Chinese, Momos",900," Rajouri Garden, New Delhi",4.2,649,1077
Mazaar,"Kebab, Afghan",800," Lajpat Nagar 2, New Delhi",4.2,526,3306
Ka Eclairs & Kafe,"Cafe, Bakery, Burger, Italian, Pizza, Salad, Fast Food, Beverages",950," Sector 18, Noida",4.2,1054,1000
Young Wild Free Cafe,"Cafe, Fast Food, Chinese, Italian, Beverages",850," Satyaniketan, New Delhi",4.2,1079,0
Star Crust,"Fast Food, Chinese, Desserts, Beverages",500," Sector 7, Faridabad",4.2,1107,2000
PDA,Italian,2000," Greater Kailash 2 (GK2), New Delhi",4.2,229,0
Dashi Dimsum & Sushi Bar,"Asian, Japanese, Sushi, Chinese, Desserts",800," Punjabi Bagh, New Delhi",4.2,325,3236
The Shim Tur,"Korean, Salad",600," Paharganj, New Delhi",4.2,577,0
Pizza Villa,"Pizza, Fast Food, Beverages",450," NIT, Faridabad",4.2,1015,33600
Slic Chic,"Chinese, Salad, Momos, Beverages",500," Shalimar Bagh, New Delhi",4.2,475,1734
Yellow Mirchi - Hotel City Park,North Indian,2500," Hotel City Park, Pitampura, New Delhi",4.2,395,0
TBK Kulcha's,"Sandwich, Burger, Italian, Beverages, Fast Food, Street Food",300," Janakpuri, New Delhi",4.2,646,5067
Foxtrot,"Continental, Italian, European, Modern Indian, Beverages, North Indian",1000," DLF Cyber City, Gurgaon",4.2,264,23
Dingdong Pizza By Big Wong,"Pizza, Italian, Fast Food",700," Sector 29, Gurgaon",4.2,488,5128
Mughal Darbar,"North Indian, Mughlai",400," JNU, New Delhi",4.2,374,0
Cafe on 3 - Holiday Inn,"Continental, Chinese, Thai, Mediterranean",2000," Holiday Inn, Mayur Vihar, New Delhi",4.2,507,39
Tikka Junction Courtyard,"North Indian, Chinese, Fast Food, Desserts, Beverages",800," Malviya Nagar, New Delhi",4.2,442,3856
Heritage,"North Indian, Chinese, Fast Food",1200," Sector 15, Gurgaon",4.2,343,213
Kent's Fast Food,"Fast Food, Burger, Pizza, Sandwich, Ice Cream, Desserts, Beverages",500," Defence Colony Main Market, Defence Colony, New Delhi",4.2,1160,12100
TC Bar & Restaurant,"North Indian, Continental, Finger Food",1300," Adchini, New Delhi",4.2,978,46
The Royal Kitchen,"North Indian, Chinese, Mughlai, Biryani",700," Gamma 1, Greater Noida",4.2,719,23100
Shikhara,"North Indian, Mughlai",1000," Greater Kailash 1 (GK1), New Delhi",4.2,452,1395
Changezi Chicken,"North Indian, Mughlai",550," Daryaganj, New Delhi",4.2,817,296
Mizo Diner,North Eastern,600," Safdarjung, New Delhi",4.2,340,5
La Vera Pizzeria - The Wood Fired Pizza House,"Pizza, Fast Food, Italian, Beverages",300," Sector 31, Gurgaon",4.2,456,1816
Kitchen District - Hyatt Regency,"Asian, Continental, North Indian, Japanese",3000," Hyatt Regency, Sector 83, Gurgaon, Gurgaon",4.2,324,256
Sethi's Restaurant & Barbeque,"North Indian, Chinese, BBQ, Mughlai",700," Rajouri Garden, New Delhi",4.2,768,14800
Flavours Of Magadh,"North Indian, Mughlai, Bihari",600," Sector 52, Noida",4.2,474,1530
Mandarin Trail,"Chinese, Thai, North Indian",1700," The Great India Place, Sector 38, Noida",4.2,809,324
Untapped Brew & Pub,"North Indian, Chinese, Continental",1900," Sector 21, Gurgaon",4.2,330,0
Pandit Ji Paranthe Wale,North Indian,200," Ashok Vihar Phase 2, New Delhi",4.2,2510,6336
Too Mikkii Tapas Now Baking,"Cafe, Continental, Fast Food, Beverages, Desserts",800," South Extension 2, New Delhi",4.2,445,102
Cafe Connect,"North Indian, Italian, Continental, Mediterranean",700," Vasant Kunj, New Delhi",4.2,709,4651
The Culinary Court - Park Ascent,"North Indian, Chinese, Continental",2200," Park Ascent, Sector 62, Noida, Noida",4.2,385,95
Maati,"North Indian, Chinese, Fast Food, Desserts",600," Amrapali Dream Valley, Greater Noida",4.2,558,6101
Mom Hand Momos,"Momos, Chinese",300," Satyaniketan, New Delhi",4.2,1042,19100
Pasta Xpress,"Italian, Pizza, Fast Food",500," Sector 11, Dwarka, New Delhi",4.2,789,6746
La Kababiyaa,"North Indian, Mughlai, Chinese, Kebab",950," Sector 7, Dwarka, New Delhi",4.2,873,30500
Namak Mandi,"North Indian, Awadhi, Kebab, Mughlai, Beverages",1800," DLF Promenade Mall, Vasant Kunj, New Delhi",4.2,852,221
Mallacca,"Malaysian, Asian",2100,"  32nd Avenue, NH8, Gurgaon, Gurgaon",4.2,510,24
Nazeer Delicacies,"North Indian, Mughlai, Chinese",700," Sector 135, Noida",4.2,678,1570
Shake Eat Up,"Fast Food, Italian, Chinese, Desserts, Beverages, Pasta",600," Delhi University-GTB Nagar, New Delhi",4.2,1067,143
Dvar Indian Restaurant - Radisson Blu Dwarka,"North Indian, Mughlai",3000," Radisson Blu, Sector 13, Dwarka, New Delhi",4.2,372,0
Red Chilli,"Asian, North Indian, Continental, Chinese, Fast Food, Beverages",1400," Rajouri Garden, New Delhi",4.2,785,21
The Pizza Story,"Pizza, Continental",700," Sector 17, Faridabad",4.2,391,4641
Changezi Chicken,"North Indian, Afghan",500," Karol Bagh, New Delhi",4.2,1103,6246
Chinese Kitchen,"Momos, Chinese, North Indian, Beverages",550," Karkardooma, New Delhi",4.2,488,9851
Pink Box,"Bakery, Desserts",400," Hauz Khas, New Delhi",4.2,458,3908
The Rolling Joint,"Rolls, North Indian, Beverages",500," Connaught Place, New Delhi",4.2,1313,2202
Hishi Cafe,"Cafe, Continental, Fast Food, Beverages",850," Jangpura, New Delhi",4.2,1317,6808
Ramesh Vaishno Dhaba,North Indian,500," Chander Nagar, New Delhi",4.2,643,306
Cafe Lungta,"Tibetan, Nepalese, Momos",1200," Sector 15, Gurgaon",4.2,329,84
Edesia - Crowne Plaza,"Continental, North Indian, Mughlai, Chinese, Fast Food",3000," Crowne Plaza, Okhla, New Delhi",4.2,437,6
Mughlai Junction,"North Indian, Mughlai, Rolls",700," Connaught Place, New Delhi",4.2,555,5862
Bikanervala Angan,"Mithai, Street Food, North Indian, Chinese, South Indian, Beverages, Desserts",500," Karol Bagh, New Delhi",4.2,1162,9368
McDonald's,"Burger, Fast Food, Beverages, Desserts",500," Karkardooma, New Delhi",4.2,822,6185
Amritsari Kulccha Corner,"North Indian, Street Food",300," Vikaspuri, New Delhi",4.2,372,5035
Bakers Oven,"Bakery, Fast Food, Beverages, Pizza, Wraps",400," Sector 31, Gurgaon",4.2,431,2612
Giani's,"Ice Cream, Desserts, Beverages",300," Paschim Vihar, New Delhi",4.2,492,10100
Champaran Meat House,North Indian,500," Gaur City 2, Greater Noida",4.2,494,4162
Janta Eating House,North Indian,300," Shahdara, New Delhi",4.2,1559,29500
Delhicacy,"Street Food, South Indian, North Indian, Mithai",400," DLF Galleria, DLF Phase 4, Gurgaon",4.2,727,23800
Punjab Chicken Corner,"North Indian, Chinese, Mughlai, Rolls",700," Gaur City 1, Greater Noida",4.2,444,9487
The Salad Story,"Cafe, Healthy Food, Salad, Fast Food, Beverages",900," Chanakyapuri, New Delhi",4.2,445,327
Rice - Radisson Blu Dwarka,"Chinese, Thai, Vietnamese, Japanese",4000," Radisson Blu, Sector 13, Dwarka, New Delhi",4.2,449,0
Cocopots,"Bakery, Cafe, Fast Food, Beverages",1000," Kamla Nagar, New Delhi",4.2,264,371
Pizza Connection,"Pizza, Fast Food",400," Kalkaji, New Delhi",4.2,409,2394
Wing Ding - Pub & Cafe,"Continental, Lebanese, Mediterranean, North Indian",1800," Gardens Galleria, Sector 38 Noida, Noida",4.2,613,0
Mehak Food,"North Indian, Street Food",250," Kalkaji, New Delhi",4.2,758,8461
The Brown Box,"Cafe, Bakery, Italian, Desserts",750," Panchsheel Park, New Delhi",4.2,276,80
New York Slice,"Pizza, Italian, Sandwich, Fast Food, Beverages",600," Golf Course Road, Gurgaon",4.2,242,2554
Kings Kulfi,"Ice Cream, Desserts",150," Rajinder Nagar, New Delhi",4.2,222,836
Cicchetti By Mr Beans,"European, Italian, Continental, Bar Food",2000," DLF Cyber City, Gurgaon",4.2,394,19
Carl's Jr.,"Burger, Fast Food",450," DLF Mall of India, Sector 18,  Noida, Noida",4.2,1161,1729
KOOLCHAS - Mera Wala Kulcha,"North Indian, Fast Food, Beverages, Desserts",350," Sushant Lok, Gurgaon",4.2,441,2587
Cafe Coffee Day,"Coffee, Cafe, Fast Food, Sandwich, Desserts, Beverages",550," Chanakyapuri, New Delhi",4.2,678,0
Bamboo Shoots,Asian,1600," Sector 18, Noida",4.2,701,543
Chicago Chimney,"Italian, Fast Food, Desserts",300," Sector 37, Noida",4.2,442,166
Kulcha Walas,North Indian,400," Sector 31, Gurgaon",4.2,474,4630
Tokyo Table,"Japanese, Sushi",600," Worldmark 1, Aerocity, New Delhi",4.2,397,89
The Biryani Smoke House,"Biryani, North Indian, Chinese",600," Indirapuram, Ghaziabad",4.2,477,5411
Tasty Noodle Twist,"Chinese, Asian, Thai, Momos, Seafood, Healthy Food",700," Model Town 2, New Delhi",4.2,289,2471
Hashery,"Cafe, Mediterranean, Desserts, Beverages",650," Connaught Place, New Delhi",4.2,328,0
World Art Dining - Cook House,"North Indian, Asian, European",2000," Punjabi Bagh, New Delhi",4.2,427,97
Bamboo Boat,"Asian, Thai, Chinese",1200," DLF Phase 4, Gurgaon",4.2,578,8114
Cravity,"Cafe, Bakery",1200," Hauz Khas, New Delhi",4.2,404,1079
Pikwik,"North Indian, Chinese, Mughlai, Fast Food, Rolls, Seafood, Desserts, Beverages",850," Pitampura, New Delhi",4.2,800,7604
36 lebzelter,"Bakery, Desserts, Fast Food",250," Mayur Vihar Phase 1, New Delhi",4.2,278,1509
Coffee Bond,"Cafe, Coffee, Pizza, Fast Food",800," Uday Park, New Delhi",4.2,609,1401
Butter Chicken Factory,North Indian,1200," Sector 14, Gurgaon",4.2,509,5079
Elborz,"Continental, North Indian, Chinese, Mughlai, Beverages",1100," Alpha 2, Greater Noida",4.2,372,384
The Sweeet Jar,"Cafe, Chinese, Italian, Fast Food, Sandwich, Burger, Beverages",800," Karkardooma, New Delhi",4.2,675,792
Amaranta - The Oberoi,"Modern Indian, Seafood, North Indian",7000," The Oberoi, Udyog Vihar, Gurgaon",4.2,183,0
Foodzilla,"North Indian, Chinese, Mughlai, Beverages",700," Gamma 1, Greater Noida",4.2,1019,16400
Thok,"North Indian, Mughlai, Chinese, Rolls, Biryani",700," Lajpat Nagar 4, New Delhi",4.2,632,7998
Tandoori Innings,"North Indian, Chinese",700," Sector 50, Gurgaon",4.2,450,4757
The China Wall,"Chinese, Thai, Seafood, North Indian",500," Sector 135, Noida",4.2,347,1628
Raw Creams,"Ice Cream, Desserts, Beverages, Fast Food",350," Vijay Nagar, New Delhi",4.2,581,1365
Doosri Mehfil,"North Indian, Chinese, Mughlai, Kebab",1800," Sector 18, Noida",4.2,564,263
QRO Gourmeteriia,"Cafe, Beverages, Italian, Chinese",600," Satyaniketan, New Delhi",4.2,590,1705
The CUP N CAKE Factory,"Bakery, Desserts",400," Sector 50, Gurgaon",4.2,625,1349
Halki Aanch,"Mughlai, Biryani, Chinese, North Indian",700," DLF Phase 3, Gurgaon",4.2,549,1351
Biryani Queen,"Biryani, North Indian, Mughlai, Hyderabadi, Kebab, Rolls",600," Omaxe Connaught Place, Beta 2, Greater Noida",4.2,192,1234
Dora Cafe,"Healthy Food, Continental, Italian, Mexican, Beverages",900," Punjabi Bagh, New Delhi",4.2,153,38
The Mad Teapot/The Wishing Chair,"Cafe, Bakery, Italian",1000," Shahpur Jat, New Delhi",4.2,333,0
Pizzaa79,"Pizza, Italian, Fast Food, Desserts, Beverages",500," Sector 81, Faridabad",4.2,1481,5548
Amritsari Kitchen,"North Indian, Rolls",450," Sector 63, Noida",4.2,597,11100
Goli Vada Pav No. 1,"Street Food, Beverages",350," Sector 18, Noida",4.2,538,19300
Spring - Radisson Blu Dwarka,"Continental, North Indian, Beverages",3000," Radisson Blu, Sector 13, Dwarka, New Delhi",4.2,685,11
Kebabs and Curries Company by Dilli Dil Se,"North Indian, Mughlai, Chinese, Kebab",700," Vasant Kunj, New Delhi",4.2,352,4174
Masala Fusion Delight,"North Indian, Mughlai, Rolls, Biryani",400," Sohna Road, Gurgaon",4.2,414,4236
Scorpio Cafe,"Chinese, Fast Food, Pizza, Burger, Sandwich",400," Mayur Vihar Phase 2, New Delhi",4.2,1059,8481
Chinese Garage,"Chinese, Momos, Asian",600," East of Kailash, New Delhi",4.2,701,7909
Cafe Pasticcino,"Cafe, Fast Food, Healthy Food, Sandwich, Modern Indian, Italian, Rolls, Beverages",1300," DLF Phase 1, Gurgaon",4.2,213,484
Mon Delice,"Fast Food, Beverages, Desserts",500," Baani Square, Sector 50, Gurgaon",4.2,226,631
FewBucks,"Chinese, North Indian, Fast Food",650," Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",4.2,265,1472
Sandwich Factory,"Sandwich, Fast Food, Beverages, Mexican, Desserts",500," Mayur Vihar Phase 2, New Delhi",4.2,639,7345
Tandoori Knights,"North Indian, Chinese",450," Sector 11, Faridabad",4.2,1047,7731
The Waffee,"Desserts, Fast Food, Beverages",400," Vivek Vihar, New Delhi",4.2,418,1138
Rozaana,"North Indian, Chinese, South Indian, Fast Food",400," Sector 63, Noida",4.2,346,3697
Bakes N Berries,Bakery,200," South City 2, Gurgaon",4.2,257,908
Snack Adda,"North Indian, Chinese, Fast Food, Beverages",600," Sector 45, Noida",4.2,842,17600
Lip Lock,"North Indian, Chinese, Mughlai",600," Sector 71, Noida",4.2,408,6677
iHf Delite Punjabi,"North Indian, Rolls, Mughlai, Fast Food",450," DLF Phase 3, Gurgaon",4.2,513,10300
The Streat,"North Indian, Chinese, Fast Food",1000," DLF Phase 2, Gurgaon",4.2,251,2741
Devkinandan,"North Indian, Chinese, South Indian, Fast Food, Beverages",300," Sector 18, Noida",4.2,247,982
Dilli BC,"North Indian, Mughlai, Biryani, Rolls",700," Sector 72, Noida",4.2,243,2570
Sirf Biryani,"Biryani, North Indian",400," Rodeo Drive, Sector 49, Gurgaon, Gurgaon",4.2,272,1594
Nirvana Restaurant,"North Indian, Mughlai",600," DLF Cyber City, Gurgaon",4.2,282,422
Mango Chutney,"North Indian, Mughlai, Rolls",500," Malviya Nagar, New Delhi",4.2,271,438
Nikashee,"Chinese, Thai",700," Malviya Nagar, New Delhi",4.2,738,3580
Mad 4 Bar B Que,"Mughlai, North Indian, Chinese, Rolls, Biryani, Momos",700," Sector 29, Faridabad",4.2,576,19100
Railway Yard,"North Indian, Chinese, Mughlai, Fast Food, Beverages",600," Gujranwala Town, New Delhi",4.2,1322,10700
China Garden,Chinese,2400," M Block Market, Greater Kailash 2 (GK2), New Delhi",4.2,962,236
Pizza Exp 24/7,"Pizza, Fast Food, Beverages",600," Sector 54, Gurgaon",4.2,320,67
Ganesh Restaurant,"North Indian, Mughlai, Rolls",400," Karol Bagh, New Delhi",4.2,898,5528
Yangkiez - Momos & More,"Chinese, Momos",400," Baani Square, Sector 50, Gurgaon",4.2,185,1032
Pema's,"Chinese, Asian, Naga, Tibetan, Momos",700," Malviya Nagar, New Delhi",4.2,841,15800
Sushiya,"Sushi, Rolls, Japanese",800," Select Citywalk Mall, Saket, New Delhi",4.2,857,11700
Burger Point,"Fast Food, Burger, Beverages",300," Sector 15, Gurgaon",4.2,446,1700
Dramz,"Continental, Italian, European, Asian",1300," Mehrauli, New Delhi",4.1,1712,2
The Sky High,"Continental, North Indian, Mughlai, Italian",1800," Ansal Plaza Mall, Khel Gaon Marg, New Delhi",4.1,1703,0
Clue,"Finger Food, North Indian, Continental, Chinese, Mughlai, Beverages",1300," Punjabi Bagh, New Delhi",4.1,730,0
The Wine Company,"Modern Indian, Italian, European",3000," Cyber Hub, DLF Cyber City, Gurgaon",4.1,3020,0
Ghoomar Traditional Thali Restaurant,"Rajasthani, North Indian",800," Connaught Place, New Delhi",4.1,482,860
Limitless Cookhouse & Bar,"North Indian, Mughlai, Fast Food, Chinese",2000," Ansal Plaza Mall, Khel Gaon Marg, New Delhi",4.1,782,0
The Dineroom,"North Indian, Chinese, Continental, Desserts, Beverages",1400," Punjabi Bagh, New Delhi",4.1,248,81
RYU Bar,"Chinese, Thai, Asian, Bar Food, Desserts",2500,"  32nd Avenue, NH8, Gurgaon, Gurgaon",4.1,331,200
Kylin Experience,"Asian, Chinese, Thai, Japanese, Malaysian, Vietnamese",1800," Ambience Mall, Vasant Kunj, New Delhi",4.1,1311,1413
Qubitos - The Terrace Cafe,"Thai, European, Mexican, North Indian, Chinese",1600," Rajouri Garden, New Delhi",4.1,1456,1
Catalyst Gastrobar,"North Indian, European, Chinese, Fast Food, Tex-Mex, Continental, Italian, Beverages",1500," Sector 16, Faridabad",4.1,429,76
G2 Cafe,"Asian, Continental, Italian, North Indian, Pizza",800," Anand Vihar, New Delhi",4.1,401,344
The Forestta,"North Indian, Chinese, Italian",1000," Sector 54, Gurgaon",4.1,1552,823
Unlocked - Bar.Kitchen.Escape Room,"European, American, Italian, Continental, Desserts, Beverages",1600,"  32nd Avenue, NH8, Gurgaon, Gurgaon",4.1,324,16
Noire - Live Kitchen,"Continental, Italian, Desserts, Fast Food, Beverages",2100," M Block Market, Greater Kailash 2 (GK2), New Delhi",4.1,252,356
Cafe Hawkers,"North Indian, Fast Food, Chinese, Italian, Mexican, Beverages, Desserts",1300," Connaught Place, New Delhi",4.1,1403,51
Invitation,"North Indian, Mughlai, Chinese",1300," Ashok Vihar Phase 2, New Delhi",4.1,741,142
Seoul Restaurant,"Japanese, Korean, Beverages",2500," Ansal Plaza Mall, Khel Gaon Marg, New Delhi",4.1,160,191
Cafe Soul Garden,"Cafe, Continental, Italian, Pizza",1300," DLF Phase 4, Gurgaon",4.1,830,161
Mr Ohashi,"Asian, Sushi, Chinese, Japanese, Momos, Thai",1200," Sector 14, Faridabad",4.1,203,671
#3BROS,"Continental, Chinese, North Indian, Mughlai, Thai, Italian, Beverages",1000," Sector 63, Noida",4.1,361,232
Kwality,"North Indian, Mughlai, Fast Food, Desserts, Beverages",2400," Connaught Place, New Delhi",4.1,526,109
The Bar Company,"Chinese, North Indian, Continental, Italian",2300," Gardens Galleria, Sector 38 Noida, Noida",4.1,490,0
Pindi,"North Indian, Mughlai, Chinese, Beverages",1400," Pandara Road Market, New Delhi",4.1,705,301
"Sorrento - Shangri-La's - Eros Hotel, New Delhi","Continental, Italian, Pizza, Seafood",3300," Shangri-La's - Eros Hotel, Connaught Place, New Delhi",4.1,293,9
Guftagu Cafe,"Cafe, Continental, Italian",800," DLF Phase 2, Gurgaon",4.1,461,42
Duty Free | Vayu Bar,"Continental, Mexican, North Indian, Pasta, Asian, Mughlai, Pizza",1500," Sector 29, Gurgaon",4.1,1971,17
Mala-Akbari,"North Indian, Mughlai",1600," Sector 15, Gurgaon",4.1,126,1
"Shang Palace - Shangri-La's - Eros Hotel, New Delhi","Asian, Beverages, Seafood",3500," Shangri-La's - Eros Hotel, Connaught Place, New Delhi",4.1,320,9
Mosaic - Crowne Plaza,"Italian, Continental, North Indian, Asian, Desserts, Beverages",3000," Crowne Plaza Hotel, Rohini, New Delhi",4.1,669,79
Cha Bar,"Cafe, Fast Food, Desserts, Biryani, Italian, Sandwich",600," Connaught Place, New Delhi",4.1,5269,59
Baba's,"North Indian, Mughlai, Kebab",1000," Golf Course Road, Gurgaon",4.1,1045,10400
The Colony Bistro,"Continental, North Indian, Chinese, Fast Food, Beverages",1500," Amar Colony, New Delhi",4.1,1080,2785
Epic Restro Bar,"North Indian, Chinese, Fast Food, Beverages",2500," Hauz Khas Village, New Delhi",4.1,330,8
Foresta Bistro And Cafe,"Cafe, North Indian, Mughlai, Italian, Continental",600," Champa Gali, Saket, New Delhi",4.1,832,517
